#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,3.149500,0.000000,0.000000,2.827375,2.590042,0.049167,8.877542
0.000000,0.000000,3.365208,0.000000,0.000000,2.729083,2.551125,0.053667,9.266166
0.000000,0.000000,3.358917,0.000000,0.000000,2.722875,2.727209,0.057000,9.161208
0.000000,0.000000,3.560417,0.000000,0.000000,2.697334,2.804875,0.057083,9.543416
0.000000,0.000000,3.319375,0.000000,0.000000,2.751000,2.643417,0.053416,9.344958
0.000000,0.000000,3.394375,0.000000,0.000000,2.671792,2.655667,0.049000,9.276291
0.000000,0.000000,3.208541,0.000000,0.000000,2.754833,2.535208,0.053625,9.023875
0.000000,0.000000,3.374250,0.000000,0.000000,2.876458,2.462208,0.053291,9.183667
0.000000,0.000000,3.298791,0.000000,0.000000,2.822458,2.412625,0.053708,9.177958
0.000000,0.000000,3.514166,0.000000,0.000000,2.717250,2.745542,0.054250,9.281416
0.000000,0.000000,3.344291,0.000000,0.000000,2.757750,2.803417,0.057875,9.322334
0.000000,0.000000,3.306166,0.000000,0.000000,3.037625,2.691291,0.053708,9.397417
0.000000,0.000000,3.299833,0.000000,0.000000,2.779917,2.980375,0.053792,9.565083
0.000000,0.000000,3.206958,0.000000,0.000000,2.780125,2.735834,0.053917,9.502125
0.000000,0.000000,3.292416,0.000000,0.000000,2.534333,3.201166,0.053750,9.332083
0.000000,0.000000,3.344667,0.000000,0.000000,2.666500,2.860792,0.053875,9.606917
0.000000,0.000000,3.420250,0.000000,0.000000,2.666875,2.745583,0.053625,9.470584
0.000000,0.000000,3.359750,0.000000,0.000000,2.449917,2.727333,0.053917,9.286291
0.000000,0.000000,3.170375,0.000000,0.000000,2.664542,2.605167,0.504167,8.877792
0.000000,0.000000,3.576583,0.000000,0.000000,3.677500,2.764250,0.349500,9.820458
0.000000,0.000000,3.140708,0.000000,0.000000,2.812167,2.502709,0.039416,10.327541
0.000000,0.000000,2.488084,0.000000,0.000000,2.944459,2.217791,0.037750,8.197666
0.000000,0.000000,2.702625,0.000000,0.000000,3.131500,2.274000,0.040541,8.252750
0.000000,0.000000,2.875917,0.000000,0.000000,3.169708,2.508917,0.040458,8.770625
0.000000,0.000000,2.902084,0.000000,0.000000,2.955291,2.423917,0.046500,8.998208
0.000000,0.000000,2.777000,0.000000,0.000000,2.848000,2.273500,0.044083,8.645791
0.000000,0.000000,3.238500,0.000000,0.000000,2.999500,2.467500,0.043750,8.854584
0.000000,0.000000,3.147375,0.000000,0.000000,3.070541,2.502958,0.043375,9.055166
0.000000,0.000000,3.165792,0.000000,0.000000,2.910791,2.386084,0.406791,9.264625
0.000000,0.000000,3.180250,0.000000,0.000000,2.696209,2.358000,0.034250,9.339542
0.000000,0.000000,2.734875,0.000000,0.000000,3.139125,2.319500,0.035667,8.220834
0.000000,0.000000,2.536250,0.000000,0.000000,2.718292,2.342917,0.039125,8.450917
0.000000,0.000000,2.855334,0.000000,0.000000,2.874000,2.010542,0.039375,8.374458
0.000000,0.000000,2.782958,0.000000,0.000000,2.916708,2.556042,0.038875,8.122333
0.000000,0.000000,2.872875,0.000000,0.000000,2.888083,2.639917,0.041375,8.811750
0.000000,0.000000,3.176417,0.000000,0.000000,2.981500,2.406417,0.042500,9.204583
0.000000,0.000000,2.929709,0.000000,0.000000,3.122750,2.295458,0.041083,8.801667
0.000000,0.000000,3.138334,0.000000,0.000000,3.161750,2.561500,0.041750,8.995542
0.000000,0.000000,2.953083,0.000000,0.000000,3.157625,2.484167,0.041208,9.160125
0.000000,0.000000,3.026292,0.000000,0.000000,3.241459,2.484250,0.041375,9.154208
0.000000,0.000000,2.976500,0.000000,0.000000,3.076292,2.692291,0.046125,9.198334
0.000000,0.000000,2.955417,0.000000,0.000000,3.095834,2.708417,0.041708,9.232416
0.000000,0.000000,3.164542,0.000000,0.000000,2.977834,2.488584,0.046125,9.464291
0.000000,0.000000,3.295375,0.000000,0.000000,3.220834,2.518125,0.046959,9.288583
0.000000,0.000000,3.277250,0.000000,0.000000,3.028000,2.504250,0.045959,9.541209
0.000000,0.000000,3.119625,0.000000,0.000000,2.992250,3.207792,0.047625,9.176083
0.000000,0.000000,3.429792,0.000000,0.000000,2.833375,2.685042,0.045500,10.139500
0.000000,0.000000,3.512167,0.000000,0.000000,3.010000,2.734167,0.046208,9.545500
0.000000,0.000000,3.273084,0.000000,0.000000,2.784334,2.667000,0.047000,9.528250
0.000000,0.000000,3.280209,0.000000,0.000000,2.920875,2.678709,0.044667,9.220042
0.000000,0.000000,3.421833,0.000000,0.000000,2.677417,2.847458,0.046458,9.521208
0.000000,0.000000,3.360875,0.000000,0.000000,2.815375,2.490666,0.045583,9.391917
0.000000,0.000000,3.297166,0.000000,0.000000,3.107417,2.992125,0.046000,9.129458
0.000000,0.000000,3.316541,0.000000,0.000000,2.834542,2.519250,0.045916,9.953333
0.000000,0.000000,3.145000,0.000000,0.000000,2.827417,2.628667,0.042917,8.977459
0.000000,0.000000,3.287459,0.000000,0.000000,2.815917,2.692500,0.048625,9.266709
0.000000,0.000000,3.462666,0.000000,0.000000,2.950666,2.331000,0.045750,9.508916
0.000000,0.000000,3.261959,0.000000,0.000000,2.875875,2.511083,0.045625,9.074625
0.000000,0.000000,3.264166,0.000000,0.000000,2.753333,2.838958,0.401708,9.176666
0.000000,0.000000,3.283083,0.000000,0.000000,2.591583,2.199459,0.034625,9.758334
0.000000,0.000000,2.727083,0.000000,0.000000,2.805959,2.257125,0.040959,7.870875
0.000000,0.000000,2.588167,0.000000,0.000000,2.784042,2.413375,0.038583,8.104792
0.000000,0.000000,2.708792,0.000000,0.000000,3.142250,2.480750,0.041458,8.352959
0.000000,0.000000,2.698334,0.000000,0.000000,2.821708,2.307458,0.041500,8.811791
0.000000,0.000000,2.908583,0.000000,0.000000,3.003333,2.498916,0.042042,8.522750
0.000000,0.000000,2.948958,0.000000,0.000000,2.849250,2.671583,0.044458,8.881625
0.000000,0.000000,2.943167,0.000000,0.000000,2.659458,3.112083,0.046334,8.950708
