snapshot,frame,stamp,kf_id,culled,w_kf_tx,w_kf_ty,w_kf_tz,w_kf_qx,w_kf_qy,w_kf_qz,w_kf_qw
16,490,1016.333333,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
16,490,1016.333333,1,0,0.098692,0.019705,0.320831,-0.000425,0.046662,-0.002264,0.998908
16,490,1016.333333,2,0,0.098865,0.020674,0.325559,-0.000364,0.046596,-0.002315,0.998911
16,490,1016.333333,3,0,0.105479,0.025087,0.395469,-0.001818,0.051866,-0.002572,0.998649
16,490,1016.333333,4,0,0.120714,0.033592,0.516940,-0.002929,0.059792,-0.002842,0.998203
16,490,1016.333333,5,0,0.131643,0.040313,0.623633,-0.002709,0.057179,-0.002575,0.998357
16,490,1016.333333,6,0,0.139596,0.044209,0.713472,-0.002514,0.057928,-0.002855,0.998313
16,490,1016.333333,7,0,0.153648,0.051909,0.833320,-0.002355,0.059515,-0.003012,0.998220
16,490,1016.333333,8,0,0.170067,0.060041,0.938575,-0.001894,0.060875,-0.002774,0.998140
16,490,1016.333333,9,0,0.186462,0.068835,1.057772,-0.001202,0.061384,-0.002977,0.998109
16,490,1016.333333,10,0,0.201379,0.075815,1.177769,-0.001635,0.062762,-0.003217,0.998022
16,490,1016.333333,11,0,0.209913,0.080266,1.237690,-0.001160,0.062485,-0.002807,0.998041
16,490,1016.333333,12,0,0.220595,0.082420,1.324942,-0.001256,0.061617,-0.002516,0.998096
16,490,1016.333333,13,0,0.228563,0.087706,1.397408,-0.000584,0.056758,-0.002445,0.998385
16,490,1016.333333,14,0,0.243514,0.095837,1.502192,0.000145,0.051693,-0.002455,0.998660
16,490,1016.333333,15,0,0.273492,0.103032,1.614691,0.000533,0.060496,-0.003399,0.998163
16,490,1016.333333,16,0,0.296338,0.108371,1.713659,0.000358,0.067366,-0.003898,0.997721
16,490,1016.333333,17,0,0.323409,0.114157,1.821447,0.000696,0.071296,-0.004151,0.997446
16,490,1016.333333,18,0,0.342893,0.120374,1.920298,0.001645,0.073261,-0.004153,0.997303
17,521,1017.366667,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
17,521,1017.366667,1,0,0.098738,0.019710,0.321147,-0.000418,0.046665,-0.002292,0.998908
17,521,1017.366667,2,0,0.099008,0.020571,0.325876,-0.000379,0.046580,-0.002328,0.998912
17,521,1017.366667,3,0,0.105702,0.025071,0.395830,-0.001815,0.051832,-0.002590,0.998651
17,521,1017.366667,4,0,0.120905,0.033550,0.517420,-0.002934,0.059763,-0.002849,0.998204
17,521,1017.366667,5,0,0.131848,0.040347,0.624234,-0.002695,0.057149,-0.002584,0.998359
17,521,1017.366667,6,0,0.139787,0.044141,0.714236,-0.002525,0.057905,-0.002865,0.998315
17,521,1017.366667,7,0,0.153772,0.052090,0.834168,-0.002332,0.059510,-0.002988,0.998221
17,521,1017.366667,8,0,0.170237,0.060121,0.939482,-0.001875,0.060848,-0.002764,0.998141
17,521,1017.366667,9,0,0.187295,0.069034,1.059000,-0.001173,0.061264,-0.002963,0.998116
17,521,1017.366667,10,0,0.202010,0.075868,1.179033,-0.001609,0.062662,-0.003202,0.998028
17,521,1017.366667,11,0,0.210561,0.080607,1.238985,-0.001086,0.062389,-0.002857,0.998047
17,521,1017.366667,12,0,0.221297,0.082759,1.326226,-0.001181,0.061499,-0.002560,0.998103
17,521,1017.366667,13,0,0.229505,0.087553,1.398492,-0.000595,0.056605,-0.002404,0.998394
17,521,1017.366667,14,0,0.244061,0.096490,1.503299,0.000258,0.051588,-0.002436,0.998665
17,521,1017.366667,15,0,0.274233,0.103486,1.615940,0.000603,0.060343,-0.003404,0.998172
17,521,1017.366667,16,0,0.297629,0.108497,1.714467,0.000376,0.067116,-0.003919,0.997737
17,521,1017.366667,17,0,0.324247,0.115465,1.821535,0.000966,0.071137,-0.004273,0.997457
17,521,1017.366667,18,0,0.343616,0.121289,1.921953,0.001897,0.073235,-0.004282,0.997304
17,521,1017.366667,19,0,0.363793,0.128674,2.035740,0.002590,0.068202,-0.003966,0.997660
18,552,1018.400000,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
18,552,1018.400000,1,0,0.098792,0.019752,0.320856,-0.000411,0.046645,-0.002285,0.998909
18,552,1018.400000,2,0,0.099060,0.020719,0.325591,-0.000348,0.046559,-0.002323,0.998913
18,552,1018.400000,3,0,0.105780,0.025226,0.395466,-0.001779,0.051805,-0.002595,0.998652
18,552,1018.400000,4,0,0.120953,0.033790,0.516975,-0.002872,0.059747,-0.002860,0.998205
18,552,1018.400000,5,0,0.131932,0.040591,0.623691,-0.002638,0.057123,-0.002595,0.998360
18,552,1018.400000,6,0,0.139613,0.044330,0.713602,-0.002483,0.057928,-0.002881,0.998314
18,552,1018.400000,7,0,0.153810,0.052259,0.833305,-0.002292,0.059492,-0.003013,0.998222
18,552,1018.400000,8,0,0.170362,0.060180,0.938626,-0.001859,0.060823,-0.002764,0.998143
18,552,1018.400000,9,0,0.186903,0.068969,1.057742,-0.001157,0.061313,-0.002960,0.998114
18,552,1018.400000,10,0,0.201530,0.075937,1.177747,-0.001583,0.062740,-0.003229,0.998023
18,552,1018.400000,11,0,0.210182,0.080669,1.237703,-0.001057,0.062451,-0.002851,0.998043
18,552,1018.400000,12,0,0.221048,0.082659,1.324956,-0.001173,0.061543,-0.002555,0.998100
18,552,1018.400000,13,0,0.228761,0.087619,1.397130,-0.000583,0.056720,-0.002454,0.998387
18,552,1018.400000,14,0,0.243056,0.096153,1.501774,0.000232,0.051763,-0.002468,0.998656
18,552,1018.400000,15,0,0.273396,0.103414,1.614806,0.000605,0.060542,-0.003387,0.998160
18,552,1018.400000,16,0,0.296735,0.108600,1.713102,0.000398,0.067279,-0.003930,0.997726
18,552,1018.400000,17,0,0.322362,0.115120,1.819312,0.000967,0.071394,-0.004400,0.997438
18,552,1018.400000,18,0,0.342133,0.119762,1.920854,0.001671,0.073490,-0.004427,0.997285
18,552,1018.400000,19,0,0.361862,0.126875,2.034692,0.002478,0.068558,-0.004164,0.997635
18,552,1018.400000,20,0,0.375365,0.133168,2.167296,0.002653,0.058442,-0.003668,0.998281
19,583,1019.433333,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
19,583,1019.433333,1,0,0.098630,0.019634,0.320606,-0.000429,0.046651,-0.002288,0.998909
19,583,1019.433333,2,0,0.098891,0.020658,0.325341,-0.000350,0.046568,-0.002324,0.998912
19,583,1019.433333,3,0,0.105640,0.025151,0.395194,-0.001785,0.051807,-0.002585,0.998652
19,583,1019.433333,4,0,0.120711,0.033748,0.516643,-0.002873,0.059761,-0.002868,0.998205
19,583,1019.433333,5,0,0.131553,0.040489,0.623310,-0.002648,0.057159,-0.002599,0.998358
19,583,1019.433333,6,0,0.139453,0.044239,0.713228,-0.002488,0.057920,-0.002872,0.998314
19,583,1019.433333,7,0,0.153569,0.052303,0.833029,-0.002263,0.059496,-0.003041,0.998221
19,583,1019.433333,8,0,0.170050,0.060079,0.938123,-0.001853,0.060818,-0.002764,0.998143
19,583,1019.433333,9,0,0.186235,0.069184,1.057228,-0.001075,0.061386,-0.002998,0.998109
19,583,1019.433333,10,0,0.201344,0.076103,1.177474,-0.001523,0.062725,-0.003272,0.998024
19,583,1019.433333,11,0,0.209949,0.080719,1.237504,-0.001029,0.062453,-0.002898,0.998043
19,583,1019.433333,12,0,0.220217,0.082851,1.324453,-0.001083,0.061618,-0.002674,0.998096
19,583,1019.433333,13,0,0.228414,0.087758,1.396730,-0.000468,0.056729,-0.002518,0.998386
19,583,1019.433333,14,0,0.242902,0.096606,1.501428,0.000392,0.051713,-0.002592,0.998659
19,583,1019.433333,15,0,0.272790,0.103739,1.614219,0.000721,0.060522,-0.003525,0.998160
19,583,1019.433333,16,0,0.295917,0.109000,1.712464,0.000554,0.067317,-0.004141,0.997723
19,583,1019.433333,17,0,0.321254,0.115007,1.818674,0.001042,0.071516,-0.004544,0.997429
19,583,1019.433333,18,0,0.341353,0.119619,1.920259,0.001722,0.073513,-0.004556,0.997282
19,583,1019.433333,19,0,0.360838,0.126546,2.033158,0.002548,0.068571,-0.004275,0.997634
19,583,1019.433333,20,0,0.374101,0.133508,2.167126,0.002863,0.058559,-0.003709,0.998273
19,583,1019.433333,21,0,0.382576,0.140044,2.302911,0.001849,0.044734,-0.003143,0.998992
19,583,1019.433333,22,0,0.379891,0.148586,2.416404,0.001484,0.028847,-0.002076,0.999581
20,613,1020.433333,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
20,613,1020.433333,1,0,0.098850,0.019557,0.320513,-0.000449,0.046601,-0.002294,0.998911
20,613,1020.433333,2,0,0.099269,0.020466,0.325227,-0.000396,0.046488,-0.002323,0.998916
20,613,1020.433333,3,0,0.105788,0.025204,0.395066,-0.001769,0.051763,-0.002607,0.998654
20,613,1020.433333,4,0,0.120881,0.033716,0.516511,-0.002887,0.059701,-0.002890,0.998208
20,613,1020.433333,5,0,0.131679,0.040406,0.623174,-0.002671,0.057098,-0.002639,0.998362
20,613,1020.433333,6,0,0.139519,0.044091,0.713004,-0.002516,0.057868,-0.002922,0.998317
20,613,1020.433333,7,0,0.153581,0.051988,0.832899,-0.002332,0.059444,-0.003073,0.998224
20,613,1020.433333,8,0,0.170441,0.059961,0.938170,-0.001891,0.060707,-0.002809,0.998150
20,613,1020.433333,9,0,0.186654,0.069056,1.057237,-0.001129,0.061252,-0.003040,0.998117
20,613,1020.433333,10,0,0.201943,0.075997,1.177675,-0.001576,0.062574,-0.003311,0.998034
20,613,1020.433333,11,0,0.210290,0.080775,1.237620,-0.001040,0.062332,-0.002963,0.998051
20,613,1020.433333,12,0,0.220589,0.082925,1.324456,-0.001105,0.061482,-0.002740,0.998104
20,613,1020.433333,13,0,0.228595,0.087780,1.396919,-0.000503,0.056635,-0.002566,0.998392
20,613,1020.433333,14,0,0.243053,0.096873,1.501677,0.000384,0.051639,-0.002628,0.998662
20,613,1020.433333,15,0,0.273592,0.103646,1.614737,0.000661,0.060359,-0.003496,0.998170
20,613,1020.433333,16,0,0.297172,0.109612,1.713370,0.000560,0.067067,-0.004129,0.997740
20,613,1020.433333,17,0,0.322205,0.116019,1.819672,0.001144,0.071299,-0.004570,0.997444
20,613,1020.433333,18,0,0.342870,0.120686,1.920984,0.001897,0.073128,-0.004588,0.997310
20,613,1020.433333,19,0,0.362099,0.127103,2.033709,0.002614,0.068201,-0.004247,0.997659
20,613,1020.433333,20,0,0.375238,0.134367,2.167106,0.002948,0.058195,-0.003780,0.998294
20,613,1020.433333,21,0,0.384681,0.143846,2.303318,0.002413,0.043937,-0.003173,0.999026
20,613,1020.433333,22,0,0.382245,0.150960,2.417528,0.001853,0.027946,-0.001978,0.999606
20,613,1020.433333,23,0,0.369084,0.159543,2.508680,0.002799,0.008422,-0.001443,0.999960
21,643,1021.433333,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
21,643,1021.433333,1,0,0.098796,0.019597,0.320037,-0.000433,0.046581,-0.002282,0.998912
21,643,1021.433333,2,0,0.099138,0.020498,0.324768,-0.000382,0.046483,-0.002311,0.998916
21,643,1021.433333,3,0,0.105686,0.025235,0.394579,-0.001753,0.051756,-0.002604,0.998655
21,643,1021.433333,4,0,0.120818,0.033728,0.515985,-0.002878,0.059692,-0.002892,0.998209
21,643,1021.433333,5,0,0.131775,0.040378,0.622630,-0.002668,0.057061,-0.002632,0.998364
21,643,1021.433333,6,0,0.139704,0.044123,0.712473,-0.002507,0.057816,-0.002909,0.998320
21,643,1021.433333,7,0,0.153930,0.052121,0.832330,-0.002303,0.059365,-0.003069,0.998229
21,643,1021.433333,8,0,0.170382,0.060066,0.937361,-0.001848,0.060693,-0.002807,0.998151
21,643,1021.433333,9,0,0.186883,0.069050,1.056407,-0.001116,0.061190,-0.003024,0.998121
21,643,1021.433333,10,0,0.202166,0.075679,1.176615,-0.001618,0.062491,-0.003260,0.998039
21,643,1021.433333,11,0,0.210792,0.080479,1.236643,-0.001090,0.062201,-0.002935,0.998059
21,643,1021.433333,12,0,0.220832,0.082985,1.323337,-0.001079,0.061392,-0.002715,0.998109
21,643,1021.433333,13,0,0.229216,0.087403,1.395745,-0.000574,0.056473,-0.002518,0.998401
21,643,1021.433333,14,0,0.243456,0.096319,1.500172,0.000297,0.051504,-0.002568,0.998669
21,643,1021.433333,15,0,0.274362,0.103440,1.612968,0.000639,0.060122,-0.003466,0.998185
21,643,1021.433333,16,0,0.297875,0.109338,1.711312,0.000545,0.066831,-0.004098,0.997756
21,643,1021.433333,17,0,0.323363,0.115626,1.817688,0.001068,0.070957,-0.004532,0.997469
21,643,1021.433333,18,0,0.344076,0.120295,1.919647,0.001786,0.072814,-0.004516,0.997334
21,643,1021.433333,19,0,0.363163,0.126859,2.032354,0.002521,0.067888,-0.004200,0.997681
21,643,1021.433333,20,0,0.376823,0.134700,2.166196,0.002963,0.057773,-0.003721,0.998318
21,643,1021.433333,21,0,0.386306,0.144732,2.303382,0.002504,0.043496,-0.003066,0.999046
21,643,1021.433333,22,0,0.384009,0.152489,2.417994,0.002056,0.027434,-0.001917,0.999620
21,643,1021.433333,23,0,0.371343,0.159694,2.508369,0.002820,0.007872,-0.001527,0.999964
21,643,1021.433333,24,0,0.345801,0.168258,2.600595,0.002721,-0.017415,-0.000747,0.999844
21,643,1021.433333,25,0,0.313132,0.173115,2.689822,0.002659,-0.050978,0.000564,0.998696
22,674,1022.466667,0,0,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000
22,674,1022.466667,1,0,0.098638,0.019302,0.320006,-0.000485,0.046611,-0.002239,0.998910
22,674,1022.466667,2,0,0.098824,0.020091,0.324789,-0.000457,0.046546,-0.002261,0.998914
22,674,1022.466667,3,0,0.105719,0.024900,0.394435,-0.001809,0.051741,-0.002541,0.998656
22,674,1022.466667,4,0,0.120955,0.033537,0.515762,-0.002897,0.059659,-0.002830,0.998211
22,674,1022.466667,5,0,0.131678,0.039888,0.622406,-0.002760,0.057073,-0.002576,0.998363
22,674,1022.466667,6,0,0.139722,0.043628,0.712136,-0.002592,0.057800,-0.002837,0.998321
22,674,1022.466667,7,0,0.153955,0.051364,0.831870,-0.002441,0.059341,-0.002981,0.998230
22,674,1022.466667,8,0,0.170372,0.059043,0.936857,-0.002033,0.060688,-0.002698,0.998151
22,674,1022.466667,9,0,0.186941,0.067662,1.055737,-0.001369,0.061167,-0.002882,0.998122
22,674,1022.466667,10,0,0.202262,0.074959,1.175693,-0.001750,0.062449,-0.003191,0.998042
