snapshot,frame,stamp,kf_id,culled,w_kf_tx,w_kf_ty,w_kf_tz,w_kf_qx,w_kf_qy,w_kf_qz,w_kf_qw
118,3579,1119.300000,19,0,0.344895,0.124769,2.262543,0.001382,0.044889,0.004330,0.998982
118,3579,1119.300000,20,0,0.348545,0.130981,2.390158,0.000555,0.029873,0.005849,0.999536
118,3579,1119.300000,21,0,0.331206,0.137677,2.529651,0.000455,0.004473,0.006129,0.999971
118,3579,1119.300000,22,0,0.286112,0.142500,2.666780,-0.000997,-0.033453,0.007293,0.999413
118,3579,1119.300000,23,0,0.227719,0.143052,2.780452,-0.001482,-0.086050,0.009848,0.996241
118,3579,1119.300000,24,0,0.152142,0.158196,2.897002,0.000068,-0.138202,0.012188,0.990329
118,3579,1119.300000,25,0,0.017997,0.166232,3.071545,-0.000487,-0.215215,0.016092,0.976434
118,3579,1119.300000,26,0,-0.131475,0.182329,3.221013,0.002177,-0.294946,0.020503,0.955291
118,3579,1119.300000,27,0,-0.259023,0.180801,3.303994,0.001295,-0.341798,0.022094,0.939513
118,3579,1119.300000,28,0,-0.467591,0.190268,3.424116,0.005337,-0.417488,0.028085,0.908232
118,3579,1119.300000,29,0,-0.593197,0.192473,3.479262,0.004715,-0.456997,0.030824,0.888921
118,3579,1119.300000,30,0,-0.728984,0.190490,3.523794,0.004155,-0.503530,0.032933,0.863340
118,3579,1119.300000,31,0,-0.870761,0.192081,3.546217,0.001812,-0.552632,0.035450,0.832669
118,3579,1119.300000,32,0,-0.999502,0.190657,3.547664,0.000812,-0.605516,0.038544,0.794899
118,3579,1119.300000,33,0,-1.174792,0.188702,3.506101,0.002652,-0.681681,0.041527,0.730466
118,3579,1119.300000,34,0,-1.298148,0.184816,3.455766,0.001954,-0.731537,0.043725,0.680395
118,3579,1119.300000,35,0,-1.455825,0.184782,3.337711,0.002952,-0.804473,0.047056,0.592115
118,3579,1119.300000,36,0,-1.542426,0.177718,3.236215,0.002209,-0.849736,0.048240,0.524993
118,3579,1119.300000,37,0,-1.634146,0.168492,3.062070,-0.001482,0.907021,-0.050192,-0.418080
118,3579,1119.300000,38,0,-1.674518,0.160457,2.927734,-0.000634,0.938925,-0.051301,-0.340277
118,3579,1119.300000,40,0,-1.737232,0.144624,2.652873,-0.001999,0.958031,-0.053086,-0.281699
118,3579,1119.300000,41,0,-1.785198,0.137216,2.520665,-0.000621,0.963780,-0.053384,-0.261300
118,3579,1119.300000,42,0,-1.836821,0.131722,2.312373,-0.000828,0.981542,-0.054666,-0.183267
118,3579,1119.300000,43,0,-1.896803,0.121982,2.165987,-0.000900,0.985945,-0.053675,-0.158213
118,3579,1119.300000,44,0,-1.919249,0.115230,1.994378,-0.002784,0.991818,-0.050848,-0.117066
118,3579,1119.300000,45,0,-1.927889,0.107503,1.823794,-0.004788,0.995439,-0.047927,-0.082351
118,3579,1119.300000,46,0,-1.946117,0.085688,1.659584,-0.001113,0.996578,-0.051479,-0.064653
118,3579,1119.300000,47,0,-1.955961,0.085712,1.504728,-0.001001,0.997179,-0.051692,-0.054421
118,3579,1119.300000,48,0,-1.964014,0.071261,1.320462,-0.000709,0.998011,-0.050974,-0.037083
118,3579,1119.300000,49,0,-1.982427,0.069276,1.196054,-0.000133,0.997948,-0.053006,-0.035907
118,3579,1119.300000,50,0,-1.991772,0.067805,1.064377,-0.000565,0.998041,-0.056071,-0.027748
118,3579,1119.300000,51,0,-1.976403,0.056279,0.899247,-0.000768,0.998271,-0.056947,-0.014545
118,3579,1119.300000,52,0,-1.978198,0.051844,0.775831,0.000671,0.998292,-0.058280,-0.004027
118,3579,1119.300000,54,0,-1.974246,0.044007,0.570704,0.000525,0.998126,-0.061015,0.004682
118,3579,1119.300000,55,0,-1.968584,0.035381,0.439436,0.002053,0.997934,-0.061922,0.017020
118,3579,1119.300000,56,0,-1.949800,0.030875,0.307252,0.002427,0.997121,-0.062829,0.042389
118,3579,1119.300000,57,0,-1.910126,0.020827,0.184965,0.002170,0.995130,-0.062274,0.076377
118,3579,1119.300000,58,0,-1.836391,0.015126,0.105932,0.002046,0.989880,-0.061097,0.128067
118,3579,1119.300000,59,0,-1.740250,0.011139,0.026442,0.001875,0.978976,-0.059759,0.195019
118,3579,1119.300000,60,0,-1.620314,0.004542,-0.052888,0.002168,0.959873,-0.058840,0.274185
118,3579,1119.300000,61,0,-1.490986,-0.001457,-0.139244,0.002376,0.938005,-0.057514,0.341809
118,3579,1119.300000,62,0,-1.373130,-0.008227,-0.216139,0.001544,0.915618,-0.055132,0.398249
118,3579,1119.300000,63,0,-1.259342,-0.025683,-0.275964,0.000238,0.890115,-0.051012,0.452871
118,3579,1119.300000,64,0,-1.124953,-0.024944,-0.332904,0.000300,0.864980,-0.048494,0.499458
118,3579,1119.300000,65,0,-1.006976,-0.025506,-0.335593,0.000055,0.832700,-0.046871,0.551737
118,3579,1119.300000,66,0,-0.865315,-0.026463,-0.327111,0.000219,0.792999,-0.043935,0.607636
118,3579,1119.300000,67,0,-0.719950,-0.022624,-0.342173,0.001493,0.772782,-0.042514,0.633245
118,3579,1119.300000,68,0,-0.580888,-0.023498,-0.340370,0.001837,0.737728,-0.040002,0.673909
118,3579,1119.300000,69,0,-0.425403,-0.019673,-0.318155,0.001098,0.691098,-0.036838,0.721821
118,3579,1119.300000,70,0,-0.312133,-0.018410,-0.283363,0.001573,0.645323,-0.033744,0.763162
118,3579,1119.300000,71,0,-0.184547,-0.013879,-0.222418,0.002318,0.582213,-0.029867,0.812484
118,3579,1119.300000,72,0,-0.089693,-0.010431,-0.156313,0.001832,0.528308,-0.025891,0.848656
118,3579,1119.300000,73,0,-0.001488,-0.007121,-0.063563,0.000929,0.465435,-0.023467,0.884771
118,3579,1119.300000,74,0,0.070430,-0.006100,0.045297,0.000536,0.391713,-0.020475,0.919860
118,3579,1119.300000,75,0,0.118260,0.003791,0.179871,0.000509,0.299249,-0.015287,0.954053
118,3579,1119.300000,76,0,0.141084,0.017989,0.321426,-0.000195,0.215331,-0.011458,0.976474
118,3579,1119.300000,77,0,0.144472,0.024150,0.467054,-0.003280,0.145901,-0.006847,0.989270
118,3579,1119.300000,78,0,0.150712,0.045295,0.624824,-0.002046,0.077354,-0.003056,0.996997
118,3579,1119.300000,79,0,0.159554,0.055456,0.757398,-0.002588,0.054372,-0.001111,0.998517
118,3579,1119.300000,80,0,0.164372,0.059086,0.926965,-0.002745,0.033913,0.001034,0.999420
118,3579,1119.300000,81,0,0.165884,0.067744,1.070096,-0.003262,0.014809,0.002365,0.999882
118,3579,1119.300000,82,0,0.136011,0.071709,1.190158,-0.001377,-0.011724,0.006088,0.999912
118,3579,1119.300000,83,0,0.003703,0.067225,1.316233,-0.001351,-0.123026,0.013508,0.992311
118,3579,1119.300000,84,0,-0.150553,0.087265,1.426639,-0.003306,-0.215334,0.014141,0.976432
118,3579,1119.300000,85,0,-0.333733,0.126084,1.543345,0.004890,-0.339334,0.025950,0.940295
118,3579,1119.300000,86,0,-0.521129,0.124153,1.574241,0.003292,-0.456501,0.031314,0.889166
118,3579,1119.300000,87,0,-0.676238,0.123620,1.575377,0.004216,-0.528439,0.034889,0.848244
118,3579,1119.300000,88,0,-0.844436,0.125781,1.563284,0.004695,-0.606112,0.039906,0.794364
118,3579,1119.300000,89,0,-0.963652,0.120171,1.558286,0.003890,-0.650675,0.040859,0.758246
118,3579,1119.300000,90,0,-1.131336,0.117195,1.563865,0.003221,-0.674182,0.042514,0.737334
118,3579,1119.300000,91,0,-1.252063,0.116234,1.561200,0.002644,-0.686337,0.043299,0.725989
118,3579,1119.300000,92,0,-1.372921,0.114666,1.558428,0.002053,-0.699690,0.044098,0.713081
118,3579,1119.300000,93,0,-1.498973,0.113703,1.545126,0.002446,-0.714289,0.045866,0.698342
118,3579,1119.300000,94,0,-1.655468,0.106895,1.498161,0.001905,-0.756922,0.048990,0.651663
118,3579,1119.300000,95,0,-1.809942,0.081091,1.434280,0.005099,-0.812845,0.045831,0.580652
118,3579,1119.300000,96,0,-1.922582,0.077474,1.294377,0.003586,-0.856106,0.051148,0.514251
118,3579,1119.300000,97,0,-1.991971,0.075096,1.159566,0.000739,0.902675,-0.055445,-0.426736
118,3579,1119.300000,98,0,-2.020808,0.063331,1.002965,0.001858,0.940126,-0.055861,-0.336212
118,3579,1119.300000,99,0,-2.028966,0.057338,0.848259,0.001903,0.969891,-0.058332,-0.236441
118,3579,1119.300000,100,0,-2.021334,0.053439,0.736923,0.001584,0.988174,-0.059833,-0.141173
118,3579,1119.300000,101,0,-2.010617,0.044473,0.599108,0.002113,0.996003,-0.060969,-0.065239
118,3579,1119.300000,102,0,-1.983904,0.037938,0.461668,0.001637,0.998038,-0.061947,0.008899
118,3579,1119.300000,103,0,-1.943217,0.030559,0.342105,0.002259,0.995121,-0.061880,0.076808
118,3579,1119.300000,104,0,-1.877702,0.020469,0.228732,0.002260,0.987832,-0.060305,0.143339
118,3579,1119.300000,105,0,-1.772149,0.016789,0.126958,0.001297,0.972232,-0.058758,0.226518
118,3579,1119.300000,106,0,-1.657321,0.009396,0.026764,0.001947,0.955193,-0.057951,0.290250
118,3579,1119.300000,107,0,-1.501028,0.004168,-0.068194,0.001584,0.928395,-0.056456,0.367277
118,3579,1119.300000,108,0,-1.375966,-0.013348,-0.138385,0.001153,0.904242,-0.053467,0.423659
118,3579,1119.300000,109,0,-1.245700,-0.014446,-0.225507,0.001041,0.879872,-0.051353,0.472427
118,3579,1119.300000,110,0,-1.075384,-0.020410,-0.306466,0.000462,0.846375,-0.048065,0.530415
118,3579,1119.300000,111,0,-0.930686,-0.025764,-0.345883,0.000690,0.818447,-0.045543,0.572774
118,3579,1119.300000,112,0,-0.766511,-0.026075,-0.363724,0.001507,0.787066,-0.043485,0.615333
118,3579,1119.300000,113,0,-0.630292,-0.024161,-0.357728,0.001478,0.747992,-0.040571,0.662465
118,3579,1119.300000,114,0,-0.474033,-0.019448,-0.334653,0.002223,0.701316,-0.037370,0.711867
118,3579,1119.300000,115,0,-0.332613,-0.019214,-0.300828,0.001612,0.656954,-0.034352,0.753146
118,3579,1119.300000,116,0,-0.213532,-0.016442,-0.258451,0.002149,0.613580,-0.031665,0.788994
118,3579,1119.300000,117,0,-0.101589,-0.011033,-0.170124,0.002248,0.551717,-0.026944,0.833593
118,3579,1119.300000,118,0,-0.012945,-0.004412,-0.011894,0.000323,0.463372,-0.023484,0.885853
118,3579,1119.300000,119,0,0.045909,0.001707,0.159189,-0.000272,0.372548,-0.019345,0.927811
119,3604,1120.133333,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
119,3604,1120.133333,4,0,0.088689,0.007849,0.136919,0.000138,0.063414,-0.003349,0.997982
119,3604,1120.133333,5,0,0.104669,0.022394,0.282965,0.000910,0.043693,-0.002096,0.999042
119,3604,1120.133333,6,0,0.123668,0.033337,0.443720,-0.002035,0.052840,-0.001950,0.998599
119,3604,1120.133333,7,0,0.132629,0.045120,0.590086,-0.001321,0.057771,-0.002018,0.998327
119,3604,1120.133333,8,0,0.148076,0.052176,0.737940,-0.001145,0.056381,-0.001506,0.998408
119,3604,1120.133333,9,0,0.166966,0.064075,0.885375,-0.000611,0.057156,-0.001240,0.998364
119,3604,1120.133333,10,0,0.189410,0.067590,1.039079,-0.001020,0.058052,-0.000349,0.998313
119,3604,1120.133333,11,0,0.212381,0.075063,1.198187,-0.002135,0.056939,0.000111,0.998375
119,3604,1120.133333,12,0,0.210970,0.081629,1.310171,0.001056,0.051107,0.002919,0.998688
119,3604,1120.133333,13,0,0.213569,0.080414,1.460822,0.001330,0.041471,0.004956,0.999127
119,3604,1120.133333,14,0,0.235487,0.088401,1.601664,0.001668,0.050015,0.004198,0.998738
119,3604,1120.133333,15,0,0.276502,0.104075,1.735876,0.002562,0.057393,0.003879,0.998341
119,3604,1120.133333,16,0,0.297753,0.110161,1.860296,0.003496,0.062845,0.003414,0.998011
119,3604,1120.133333,17,0,0.323001,0.115456,1.999801,0.004336,0.062386,0.003237,0.998037
119,3604,1120.133333,18,0,0.337350,0.124805,2.122319,0.005109,0.056291,0.004117,0.998393
119,3604,1120.133333,19,0,0.345904,0.122180,2.263836,0.003289,0.044091,0.004579,0.999012
119,3604,1120.133333,20,0,0.349328,0.127889,2.391489,0.002516,0.029040,0.006111,0.999556
119,3604,1120.133333,21,0,0.331735,0.134012,2.530989,0.002470,0.003614,0.006381,0.999970
119,3604,1120.133333,22,0,0.286384,0.138245,2.668069,0.001071,-0.034334,0.007504,0.999382
119,3604,1120.133333,23,0,0.227772,0.138281,2.781651,0.000635,-0.086950,0.009981,0.996163
119,3604,1120.133333,24,0,0.151957,0.152872,2.898141,0.002230,-0.139113,0.012238,0.990198
119,3604,1120.133333,25,0,0.017472,0.160052,3.072486,0.001707,-0.216129,0.015992,0.976232
119,3604,1120.133333,26,0,-0.132304,0.175372,3.221763,0.004386,-0.295853,0.020238,0.955009
119,3604,1120.133333,27,0,-0.260024,0.173363,3.304516,0.003519,-0.342697,0.021728,0.939188
119,3604,1120.133333,28,0,-0.468839,0.182104,3.424311,0.007547,-0.418372,0.027543,0.907827
119,3604,1120.133333,29,0,-0.594569,0.183938,3.479249,0.006921,-0.457871,0.030184,0.888479
119,3604,1120.133333,30,0,-0.730458,0.181618,3.523535,0.006345,-0.504387,0.032171,0.862855
119,3604,1120.133333,31,0,-0.872299,0.182964,3.545717,0.003972,-0.553472,0.034550,0.832142
119,3604,1120.133333,32,0,-1.001064,0.181403,3.546932,0.002924,-0.606334,0.037491,0.794320
119,3604,1120.133333,33,0,-1.176297,0.179471,3.505048,0.004660,-0.682455,0.040250,0.729804
119,3604,1120.133333,34,0,-1.299577,0.175699,3.454476,0.003876,-0.732283,0.042285,0.679676
119,3604,1120.133333,35,0,-1.457051,0.176076,3.336133,0.004701,-0.805158,0.045375,0.591303
119,3604,1120.133333,36,0,-1.543470,0.169414,3.234445,0.003821,-0.850376,0.046388,0.524113
119,3604,1120.133333,37,0,-1.634853,0.160950,3.060083,-0.002857,0.907578,-0.048117,-0.417108
119,3604,1120.133333,38,0,-1.674959,0.153538,2.925635,-0.001827,0.939420,-0.049073,-0.339232
119,3604,1120.133333,40,0,-1.737082,0.139029,2.650572,-0.003049,0.958485,-0.050741,-0.280574
119,3604,1120.133333,41,0,-1.784760,0.132250,2.518228,-0.001617,0.964231,-0.050965,-0.260111
119,3604,1120.133333,42,0,-1.835895,0.127794,2.309795,-0.001618,0.981918,-0.052117,-0.181984
119,3604,1120.133333,43,0,-1.895514,0.118779,2.163215,-0.001617,0.986302,-0.051046,-0.156846
119,3604,1120.133333,44,0,-1.917507,0.112932,1.991515,-0.003394,0.992112,-0.048183,-0.115676
119,3604,1120.133333,45,0,-1.925692,0.106117,1.820871,-0.005306,0.995679,-0.045230,-0.080933
119,3604,1120.133333,46,0,-1.943465,0.085180,1.656494,-0.001573,0.996807,-0.048751,-0.063220
119,3604,1120.133333,47,0,-1.952865,0.086045,1.501611,-0.001452,0.997396,-0.048928,-0.052964
119,3604,1120.133333,48,0,-1.960371,0.072610,1.317244,-0.001130,0.998204,-0.048166,-0.035605
119,3604,1120.133333,49,0,-1.978414,0.071307,1.192772,-0.000566,0.998148,-0.050161,-0.034411
119,3604,1120.133333,50,0,-1.987363,0.070575,1.061060,-0.000987,0.998240,-0.053185,-0.026231
119,3604,1120.133333,51,0,-1.971455,0.060033,0.895909,-0.001193,0.998457,-0.053969,-0.012987
119,3604,1120.133333,52,0,-1.972834,0.056346,0.772461,0.000238,0.998472,-0.055212,-0.002441
119,3604,1120.133333,54,0,-1.968198,0.049796,0.567295,0.000084,0.998305,-0.057863,0.006290
119,3604,1120.133333,55,0,-1.962073,0.042020,0.435986,0.001612,0.998101,-0.058685,0.018632
119,3604,1120.133333,56,0,-1.942826,0.038426,0.303830,0.002034,0.997255,-0.059511,0.044000
119,3604,1120.133333,57,0,-1.902727,0.029259,0.181600,0.001868,0.995212,-0.058898,0.077980
119,3604,1120.133333,58,0,-1.828709,0.024207,0.102758,0.001902,0.989879,-0.057666,0.129655
119,3604,1120.133333,59,0,-1.732269,0.020927,0.023530,0.001947,0.978871,-0.056269,0.196572
119,3604,1120.133333,60,0,-1.612026,0.015095,-0.055498,0.002520,0.959651,-0.055322,0.275686
119,3604,1120.133333,61,0,-1.482372,0.009935,-0.141526,0.002987,0.937687,-0.053999,0.343247
119,3604,1120.133333,62,0,-1.364239,0.003905,-0.218133,0.002377,0.915214,-0.051648,0.399637
119,3604,1120.133333,63,0,-1.250212,-0.012935,-0.277761,0.001295,0.889624,-0.047582,0.454207
119,3604,1120.133333,64,0,-1.115603,-0.011565,-0.334336,0.001570,0.864426,-0.045135,0.500728
119,3604,1120.133333,65,0,-0.997563,-0.011905,-0.336722,0.001574,0.832079,-0.043623,0.552937
119,3604,1120.133333,66,0,-0.855870,-0.012707,-0.327880,0.002010,0.792300,-0.040836,0.608760
119,3604,1120.133333,67,0,-0.710411,-0.008562,-0.342540,0.003450,0.772050,-0.039529,0.634322
119,3604,1120.133333,68,0,-0.571298,-0.009277,-0.340387,0.004023,0.736935,-0.037196,0.674927
119,3604,1120.133333,69,0,-0.415823,-0.005460,-0.317745,0.003551,0.690224,-0.034269,0.722775
119,3604,1120.133333,70,0,-0.302592,-0.004352,-0.282651,0.004266,0.644372,-0.031430,0.764054
119,3604,1120.133333,71,0,-0.175107,-0.000182,-0.221337,0.005284,0.581159,-0.027890,0.813295
119,3604,1120.133333,72,0,-0.080366,0.002839,-0.154960,0.005019,0.527154,-0.024240,0.849409
119,3604,1120.133333,73,0,0.007663,0.005504,-0.061956,0.004339,0.464161,-0.022189,0.885462
119,3604,1120.133333,74,0,0.070341,-0.006194,0.045350,0.000444,0.391903,-0.020141,0.919786
119,3604,1120.133333,75,0,0.118204,0.003701,0.179902,0.000438,0.299450,-0.014945,0.953995
119,3604,1120.133333,76,0,0.141020,0.017840,0.321438,-0.000339,0.215601,-0.011100,0.976418
119,3604,1120.133333,77,0,0.147003,0.026900,0.467800,-0.002197,0.145736,-0.006714,0.989298
119,3604,1120.133333,78,0,0.153240,0.047729,0.625618,-0.000865,0.077143,-0.003005,0.997015
119,3604,1120.133333,79,0,0.162079,0.057604,0.758214,-0.001319,0.054105,-0.001098,0.998534
119,3604,1120.133333,80,0,0.166861,0.060828,0.927786,-0.001386,0.033572,0.001011,0.999435
119,3604,1120.133333,81,0,0.168332,0.069120,1.070930,-0.001808,0.014384,0.002306,0.999892
119,3604,1120.133333,82,0,0.138380,0.072754,1.190986,0.000107,-0.012180,0.005987,0.999908
119,3604,1120.133333,83,0,0.005985,0.067932,1.316931,0.000143,-0.123522,0.013236,0.992253
119,3604,1120.133333,84,0,-0.148402,0.087654,1.427261,-0.001908,-0.215767,0.013749,0.976346
119,3604,1120.133333,85,0,-0.331659,0.126157,1.543898,0.006281,-0.339825,0.025356,0.940126
119,3604,1120.133333,86,0,-0.518989,0.124202,1.574588,0.004715,-0.457097,0.030487,0.888882
119,3604,1120.133333,87,0,-0.674004,0.123727,1.575513,0.005685,-0.529127,0.033888,0.847847
119,3604,1120.133333,88,0,-0.842088,0.125990,1.563159,0.006183,-0.606866,0.038710,0.793837
119,3604,1120.133333,89,0,-0.961200,0.120443,1.557914,0.005431,-0.651489,0.039517,0.757608
119,3604,1120.133333,90,0,-1.128799,0.117478,1.563136,0.004849,-0.675062,0.041068,0.736601
119,3604,1120.133333,91,0,-1.249426,0.116551,1.560187,0.004385,-0.687284,0.041774,0.725173
119,3604,1120.133333,92,0,-1.370182,0.115002,1.557104,0.003907,-0.700696,0.042493,0.712183
119,3604,1120.133333,93,0,-1.496106,0.114093,1.543459,0.004411,-0.715345,0.044179,0.697359
119,3604,1120.133333,94,0,-1.652377,0.107483,1.496015,0.003904,-0.757976,0.047134,0.650566
119,3604,1120.133333,95,0,-1.806642,0.081930,1.431548,0.006923,-0.813774,0.043815,0.579486
119,3604,1120.133333,96,0,-1.918886,0.079006,1.291309,0.005231,-0.856941,0.049006,0.513053
119,3604,1120.133333,97,0,-1.987896,0.077319,1.156297,-0.000683,0.903428,-0.053102,-0.425437
119,3604,1120.133333,98,0,-2.016211,0.066433,0.999536,0.000564,0.940787,-0.053271,-0.334787
119,3604,1120.133333,99,0,-2.023863,0.061348,0.844768,0.000829,0.970423,-0.055540,-0.234933
119,3604,1120.133333,100,0,-2.015850,0.058136,0.733429,0.000737,0.988573,-0.056865,-0.139605
119,3604,1120.133333,101,0,-2.004658,0.050042,0.595587,0.001452,0.996293,-0.057860,-0.063639
119,3604,1120.133333,102,0,-1.977466,0.044415,0.458185,0.001170,0.998219,-0.058716,0.010512
119,3604,1120.133333,103,0,-1.936353,0.037889,0.338701,0.001980,0.995198,-0.058547,0.078415
119,3604,1120.133333,104,0,-1.870413,0.028665,0.225461,0.002168,0.987805,-0.056871,0.144922
119,3604,1120.133333,105,0,-1.764488,0.025844,0.123983,0.001480,0.972075,-0.055270,0.228062
119,3604,1120.133333,106,0,-1.649284,0.019345,0.024072,0.002357,0.954943,-0.054438,0.291744
119,3604,1120.133333,107,0,-1.492635,0.015051,-0.070469,0.002289,0.928035,-0.052957,0.368703
119,3604,1120.133333,108,0,-1.367256,-0.001723,-0.140442,0.002102,0.903802,-0.050006,0.425015
119,3604,1120.133333,109,0,-1.236672,-0.001974,-0.227215,0.002211,0.879367,-0.047959,0.473718
119,3604,1120.133333,110,0,-1.066058,-0.007093,-0.307754,0.001900,0.845788,-0.044780,0.531634
119,3604,1120.133333,111,0,-0.921188,-0.011942,-0.346829,0.002347,0.817802,-0.042372,0.573933
119,3604,1120.133333,112,0,-0.756910,-0.011901,-0.364244,0.003395,0.786362,-0.040457,0.616430
119,3604,1120.133333,113,0,-0.620654,-0.009849,-0.357886,0.003622,0.747217,-0.037732,0.663499
119,3604,1120.133333,114,0,-0.464408,-0.005138,-0.334375,0.004639,0.700458,-0.034766,0.712831
119,3604,1120.133333,115,0,-0.323023,-0.005035,-0.300178,0.004270,0.656018,-0.031997,0.754054
119,3604,1120.133333,116,0,-0.203990,-0.002485,-0.257470,0.005038,0.612565,-0.029575,0.789850
119,3604,1120.133333,117,0,-0.092221,0.002341,-0.168809,0.005390,0.550588,-0.025205,0.834379
119,3604,1120.133333,118,0,-0.003952,0.007851,-0.010303,0.003737,0.462095,-0.022215,0.886544
119,3604,1120.133333,119,0,0.045864,0.001585,0.159252,-0.000357,0.372740,-0.019009,0.927741
119,3604,1120.133333,120,0,0.083309,0.017010,0.315704,-0.000725,0.292838,-0.015338,0.956039
120,3634,1121.133333,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
120,3634,1121.133333,4,0,0.088749,0.007872,0.136899,0.000098,0.063307,-0.003511,0.997988
120,3634,1121.133333,5,0,0.104690,0.022418,0.282946,0.000874,0.043578,-0.002258,0.999047
120,3634,1121.133333,6,0,0.115209,0.027689,0.442344,-0.002302,0.053876,-0.001815,0.998543
120,3634,1121.133333,7,0,0.136312,0.050138,0.589577,-0.000924,0.057184,-0.002940,0.998359
120,3634,1121.133333,8,0,0.151578,0.057045,0.737465,-0.000783,0.055827,-0.002374,0.998437
120,3634,1121.133333,9,0,0.170296,0.068795,0.884939,-0.000282,0.056643,-0.002047,0.998392
120,3634,1121.133333,10,0,0.192557,0.072166,1.038678,-0.000734,0.057595,-0.001097,0.998339
120,3634,1121.133333,11,0,0.215370,0.079515,1.197819,-0.001902,0.056545,-0.000583,0.998398
120,3634,1121.133333,12,0,0.213865,0.086038,1.309798,0.001262,0.050730,0.002239,0.998709
120,3634,1121.133333,13,0,0.216337,0.084771,1.460438,0.001508,0.041117,0.004287,0.999144
120,3634,1121.133333,14,0,0.238180,0.092695,1.601294,0.001808,0.049705,0.003511,0.998756
120,3634,1121.133333,15,0,0.279146,0.108292,1.735530,0.002667,0.057121,0.003174,0.998359
120,3634,1121.133333,16,0,0.300351,0.114340,1.859958,0.003566,0.062609,0.002690,0.998028
120,3634,1121.133333,17,0,0.325555,0.119600,1.999470,0.004370,0.062181,0.002495,0.998052
120,3634,1121.133333,18,0,0.339882,0.128939,2.121990,0.005103,0.056115,0.003355,0.998406
120,3634,1121.133333,19,0,0.348397,0.126323,2.263505,0.003242,0.043942,0.003799,0.999022
120,3634,1121.133333,20,0,0.351806,0.132055,2.391153,0.002426,0.028914,0.005313,0.999565
120,3634,1121.133333,21,0,0.334201,0.138246,2.530642,0.002330,0.003506,0.005570,0.999976
120,3634,1121.133333,22,0,0.288842,0.142599,2.667706,0.000873,-0.034425,0.006685,0.999385
120,3634,1121.133333,23,0,0.230223,0.142777,2.781272,0.000369,-0.087028,0.009162,0.996164
120,3634,1121.133333,24,0,0.154428,0.157548,2.897738,0.001895,-0.139181,0.011426,0.990199
120,3634,1121.133333,25,0,0.019946,0.165040,3.072056,0.001288,-0.216188,0.015204,0.976232
120,3634,1121.133333,26,0,-0.129808,0.180696,3.221301,0.003883,-0.295909,0.019486,0.955010
120,3634,1121.133333,27,0,-0.257527,0.178957,3.304034,0.002961,-0.342747,0.021003,0.939188
120,3634,1121.133333,28,0,-0.466326,0.188135,3.423795,0.006915,-0.418420,0.026873,0.907830
120,3634,1121.133333,29,0,-0.592044,0.190226,3.478712,0.006247,-0.457915,0.029548,0.888483
120,3634,1121.133333,30,0,-0.727927,0.188178,3.522979,0.005626,-0.504426,0.031581,0.862859
120,3634,1121.133333,31,0,-0.869754,0.189791,3.545140,0.003208,-0.553503,0.034013,0.832146
120,3634,1121.133333,32,0,-0.998507,0.188461,3.546338,0.002118,-0.606358,0.037018,0.794327
120,3634,1121.133333,33,0,-1.173726,0.186808,3.504436,0.003804,-0.682470,0.039875,0.729815
120,3634,1121.133333,34,0,-1.296995,0.183216,3.453852,0.002991,-0.732286,0.041989,0.679695
120,3634,1121.133333,35,0,-1.454450,0.183776,3.335496,0.003784,-0.805149,0.045202,0.591335
120,3634,1121.133333,36,0,-1.540865,0.177184,3.233807,0.002892,-0.850354,0.046311,0.524160
120,3634,1121.133333,37,0,-1.632253,0.168731,3.059449,-0.001927,0.907545,-0.048177,-0.417178
120,3634,1121.133333,38,0,-1.672368,0.161271,2.925005,-0.000909,0.939378,-0.049237,-0.339328
120,3634,1121.133333,40,0,-1.734536,0.146612,2.649959,-0.002147,0.958436,-0.050990,-0.280706
120,3634,1121.133333,41,0,-1.782237,0.139785,2.517626,-0.000725,0.964171,-0.051265,-0.260280
120,3634,1121.133333,42,0,-1.833423,0.135198,2.309208,-0.000761,0.981858,-0.052520,-0.182198
120,3634,1121.133333,43,0,-1.893095,0.126119,2.162655,-0.000779,0.986237,-0.051507,-0.157106
120,3634,1121.133333,44,0,-1.915163,0.120112,1.990969,-0.002575,0.992059,-0.048683,-0.115943
120,3634,1121.133333,45,0,-1.923425,0.113116,1.820335,-0.004506,0.995636,-0.045766,-0.081210
120,3634,1121.133333,46,0,-1.941298,0.092014,1.655992,-0.000788,0.996762,-0.049311,-0.063512
120,3634,1121.133333,47,0,-1.950782,0.092700,1.501117,-0.000657,0.997352,-0.049513,-0.053268
120,3634,1121.133333,48,0,-1.958414,0.079041,1.316775,-0.000330,0.998164,-0.048780,-0.035918
120,3634,1121.133333,49,0,-1.976534,0.077601,1.192318,0.000248,0.998105,-0.050789,-0.034732
120,3634,1121.133333,50,0,-1.985565,0.076707,1.060616,-0.000164,0.998197,-0.053833,-0.026562
120,3634,1121.133333,51,0,-1.969797,0.065892,0.895480,-0.000341,0.998416,-0.054657,-0.013331
120,3634,1121.133333,52,0,-1.971282,0.062010,0.772047,0.001120,0.998430,-0.055933,-0.002791
120,3634,1121.133333,54,0,-1.966808,0.055123,0.566899,0.000995,0.998263,-0.058606,0.005940
